bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,price
6,3.492063492063492,698.4126984126984,1023.8095238095237,1.5,0,3,1,1,1917,452600.0
4,3.119068541300527,623.8137082601054,971.8804920913884,1.0,0,2,4,13,1916,358500.0
6,4.0,828.8135593220339,1073.446327683616,3.0,0,0,3,1,1973,352100.0
6,2.9086757990867578,581.7351598173516,1073.0593607305937,2.5,0,1,3,8,1907,341300.0
6,3.140926640926641,628.1853281853282,1081.081081081081,3.0,0,2,1,9,1941,342200.0
6,2.3808290155440415,476.1658031088083,1103.6269430051814,2.0,0,0,1,7,1980,269700.0
6,2.4659533073929962,493.1906614785992,951.3618677042801,1.5,0,1,1,6,1948,299200.0
6,2.3987635239567235,479.7527047913447,1061.823802163833,2.0,0,3,2,3,1919,241400.00000000003
6,2.1470588235294117,429.4117647058823,1117.6470588235295,2.0,0,3,1,5,1979,226700.0
6,2.485294117647059,497.05882352941177,990.1960784313726,3.0,0,3,5,5,1957,261100.00000000003
6,2.7388059701492535,547.7611940298507,1079.6019900497513,3.0,0,1,3,6,1952,281500.0
6,2.386239782016349,477.24795640326977,1024.5231607629428,1.5,0,4,5,11,1903,241800.00000000003
6,2.661324786324786,532.2649572649573,1012.8205128205128,1.0,0,0,3,1,1959,213499.99999999997
6,2.0,400.0,1097.7011494252872,3.0,0,2,5,11,1924,191300.0
6,2.1314516129032257,426.2903225806451,1009.6774193548388,3.0,0,4,1,7,1956,159200.0
6,2.121212121212121,424.24242424242425,1071.969696969697,2.0,0,0,4,13,1997,140000.0
6,2.9697885196374623,593.9577039274925,1048.3383685800604,1.5,0,0,1,13,1971,152500.0
6,2.0264026402640263,405.28052805280527,966.996699669967,1.0,0,0,2,4,1970,155500.0
6,2.671837708830549,534.3675417661098,1085.9188544152744,3.0,0,3,3,3,1947,158700.0
6,2.732727272727273,546.5454545454546,1083.6363636363637,1.5,0,2,1,9,1915,162900.0
6,2.2620481927710845,452.4096385542169,1108.433734939759,2.0,0,4,5,13,1900,147500.0
6,2.239071038251366,447.8142076502732,1002.7322404371583,1.0,0,0,5,12,2011,159800.0
6,2.5481171548117154,509.6234309623431,1131.7991631799161,2.0,0,1,5,1,1923,113900.0
6,2.596923076923077,519.3846153846155,1036.923076923077,1.5,0,0,5,12,1942,99700.0
6,2.6350710900473935,527.0142180094787,1035.5450236966826,2.0,0,4,2,10,1968,132600.0
6,2.2478991596638656,449.5798319327731,1033.6134453781513,1.5,0,1,2,1,1979,107500.0
6,2.3640167364016738,472.8033472803348,1020.9205020920502,1.0,0,3,4,4,1982,93800.0
6,2.3904282115869018,478.08564231738035,1060.4534005037783,1.5,0,1,1,12,2004,105500.0
6,2.200845665961945,440.169133192389,1040.169133192389,1.0,0,3,1,10,1963,108900.0
6,2.3516129032258064,470.3225806451613,1032.258064516129,1.0,0,2,5,7,1946,132000.0
6,2.5343915343915344,506.8783068783069,1182.5396825396826,1.5,0,0,4,10,1995,122300.00000000001
6,2.441043083900227,488.20861678004536,1090.702947845805,1.0,0,3,2,4,1990,115199.99999999999
6,2.8686567164179104,573.7313432835821,1220.8955223880598,2.5,1,0,3,11,1956,110400.00000000001
6,2.5151975683890577,503.03951367781156,1112.4620060790273,2.0,0,2,1,5,2009,104900.0
6,2.486007462686567,497.2014925373134,1070.8955223880596,2.5,0,2,1,10,1922,109700.0
6,2.3011363636363638,460.22727272727275,1068.181818181818,2.5,0,4,3,6,1924,97200.0
6,2.4037433155080214,480.7486631016043,1155.0802139037432,1.0,0,0,2,13,1954,104500.0
6,1.8746898263027296,374.9379652605459,967.741935483871,2.0,0,3,2,4,1927,103899.99999999999
6,2.378640776699029,475.72815533980577,1067.9611650485438,3.0,0,3,1,8,1919,191400.0
6,1.7471264367816093,349.42528735632186,1027.2988505747128,1.0,0,4,3,1,1985,176000.0
6,2.107594936708861,421.5189873417722,1060.7594936708863,2.0,0,3,5,11,1995,155400.0
6,1.8795180722891567,375.90361445783134,1248.995983935743,1.5,0,0,1,2,1910,150000.0
6,1.8862433862433863,377.24867724867727,1068.7830687830688,2.5,0,1,3,1,1915,118800.0
6,2.398989898989899,479.79797979797974,1020.2020202020201,2.5,0,0,4,3,1921,188800.0
6,2.470890410958904,494.1780821917808,1065.0684931506848,1.5,0,2,3,5,1945,184400.0
6,2.167539267015707,433.5078534031414,1099.4764397905758,1.0,0,0,5,2,1964,182300.0
6,1.850328947368421,370.0657894736842,1059.2105263157894,2.5,0,1,1,12,2009,142500.0
6,1.9901185770750989,398.02371541501975,1233.201581027668,1.5,1,4,4,6,1931,137500.0
6,1.95,390.0,1218.75,1.0,0,1,1,11,2018,187500.0
6,1.34375,268.75,1065.3409090909092,2.5,0,4,1,1,1973,112500.0
4,1.0228310502283104,204.5662100456621,1034.2465753424656,1.0,0,2,2,11,1940,171900.0
6,2.294840294840295,458.96805896805904,1120.3931203931204,2.5,0,2,1,13,1946,93800.0
6,2.2368055555555557,447.36111111111114,1184.7222222222222,3.0,0,0,2,6,1995,97500.0
6,2.0375,407.5,1140.0,3.0,0,4,4,6,1902,104200.0
6,2.5107296137339055,502.1459227467811,1008.5836909871244,2.0,0,4,3,10,1939,87500.0
6,2.147727272727273,429.54545454545456,1104.5454545454545,2.5,0,1,1,11,2001,83100.0
6,2.38996138996139,477.992277992278,1111.969111969112,3.0,0,0,2,9,1974,87500.0
6,3.0512295081967213,610.2459016393443,1372.9508196721313,1.5,0,2,2,13,1935,85300.0
6,2.28125,456.25,1121.7105263157894,1.5,0,3,5,8,1906,80300.0
1,1.3859649122807018,277.1929824561404,754.3859649122808,1.0,0,4,2,13,1951,60000.0
6,2.9973262032085564,599.4652406417113,1128.342245989305,2.5,0,1,4,5,1999,75700.0
6,2.9347826086956523,586.9565217391305,1260.8695652173913,2.0,0,3,3,13,1996,75000.0
6,3.1147540983606556,622.9508196721312,1557.3770491803277,2.5,0,1,1,6,1943,86100.0
6,3.849056603773585,769.811320754717,1490.566037735849,2.5,1,0,4,4,1901,76100.0
6,3.112781954887218,622.5563909774437,1368.421052631579,2.5,0,2,1,10,1930,73500.0
6,2.700534759358289,540.1069518716578,1117.6470588235295,1.0,0,0,5,10,1999,78400.0
6,2.191265060240964,438.2530120481928,1066.2650602409637,2.5,0,0,3,13,2006,84400.0
6,3.493197278911565,698.639455782313,1659.8639455782313,2.5,0,0,5,6,1923,81300.0
6,3.4878048780487805,697.560975609756,1329.2682926829268,1.0,0,4,4,6,1958,85000.0
6,2.2921440261865795,458.4288052373159,1054.0098199672668,2.0,0,0,1,12,1918,129200.0
5,3.0236220472440944,604.7244094488188,1196.8503937007874,3.0,0,3,4,12,1900,82500.0
6,1.687725631768953,337.54512635379064,1072.2021660649818,2.0,1,1,2,7,1911,95200.0
6,2.776315789473684,555.2631578947368,1342.1052631578948,3.0,1,1,1,2,1903,75000.0
6,1.0,171.42857142857142,571.4285714285714,1.0,0,1,2,9,1970,67500.0
4,3.1390977443609023,627.8195488721805,1210.5263157894738,3.0,0,1,2,13,1905,137500.0
3,1.4088838268792712,281.7767653758542,1052.3917995444192,1.0,1,1,3,9,1950,177500.0
6,2.862475442043222,572.4950884086444,1104.1257367387034,2.0,0,0,3,1,1956,102099.99999999999
3,2.9154589371980677,583.0917874396135,1173.913043478261,1.0,0,1,4,6,1941,108300.0
4,2.6846153846153844,536.9230769230769,1150.7692307692307,1.5,0,2,1,7,1932,112500.0
6,2.206451612903226,441.2903225806452,1135.483870967742,2.5,0,2,4,9,2010,131300.0
3,1.5986159169550174,319.7231833910035,1000.0,2.0,1,2,4,12,1912,162500.0
6,1.875,375.0,1000.0,1.0,0,3,3,9,1986,112500.0
6,1.9540229885057472,390.8045977011494,1114.9425287356323,3.0,0,2,1,10,1972,112500.0
6,1.2451612903225806,249.03225806451613,1058.0645161290322,1.0,0,1,3,2,1989,137500.0
6,2.804733727810651,560.9467455621302,1088.7573964497042,2.5,0,4,1,2,1909,118800.0
6,3.360869565217391,672.1739130434783,1243.4782608695652,1.5,0,3,3,3,1970,98200.0
6,1.1578947368421053,231.57894736842107,1186.842105263158,2.0,0,1,4,10,1923,118800.0
2,1.3257575757575757,265.1515151515151,1054.5454545454545,1.5,0,2,1,4,1926,162500.0
2,1.3461538461538463,269.2307692307692,1076.923076923077,1.5,0,1,5,13,1982,137500.0
6,1.464705882352941,292.94117647058823,917.6470588235294,1.5,0,1,3,4,2011,500000.99999999994
3,1.37292817679558,274.585635359116,1082.8729281767955,2.0,0,3,1,3,1904,162500.0
6,1.2215909090909092,244.31818181818184,988.6363636363636,1.0,0,2,3,6,1948,137500.0
6,1.411764705882353,282.3529411764706,911.7647058823529,2.5,0,2,2,3,2010,162500.0
5,1.7466887417218544,349.3377483443709,1149.0066225165563,2.5,0,4,5,8,2010,187500.0
6,1.8361884368308352,367.23768736616705,1334.047109207709,2.0,0,3,4,5,1964,179200.0
6,1.1470081790787774,229.40163581575547,1066.293585880327,3.0,0,3,5,12,1973,130000.0
6,1.9474576271186441,389.49152542372883,1127.966101694915,1.0,0,1,3,13,1920,183800.0
5,1.8406593406593406,368.1318681318681,1175.8241758241759,3.0,0,2,1,13,1914,125000.0
4,1.4728,294.56,1016.0,1.0,0,0,3,1,1907,170000.0
6,1.8535714285714286,370.7142857142857,1107.142857142857,1.5,0,3,3,8,2002,193100.0
5,1.8624,372.48,1131.2,2.0,1,3,5,13,1941,257799.99999999997
5,1.9392117568470273,387.84235136940543,1070.808283233133,2.0,0,3,1,13,1919,273400.0
6,1.8728070175438596,374.56140350877195,1061.4035087719299,3.0,1,3,5,10,2019,237500.0
6,1.7577487765089723,351.54975530179445,1143.5562805872758,1.0,0,0,1,9,1925,350000.0
6,1.640860816098379,328.17216321967584,1069.8714365567357,2.5,0,3,4,1,1936,335700.0
6,3.0922131147540983,618.4426229508197,922.1311475409835,1.5,0,0,1,9,1915,313400.0
6,2.2214912280701755,444.2982456140351,1057.017543859649,1.5,0,1,3,13,1905,268500.0
6,2.0829383886255926,416.5876777251185,1090.047393364929,1.5,0,2,5,5,1921,259400.0
6,2.4240947075208914,484.81894150417827,1045.9610027855153,3.0,0,4,1,13,1900,275700.0
5,2.080423940149626,416.08478802992516,1066.0847880299252,2.5,0,3,1,6,1969,225000.0
6,2.814229249011858,562.8458498023716,1142.2924901185772,3.0,0,2,3,3,1916,262500.0
6,1.8635029354207437,372.70058708414876,1074.3639921722115,2.5,0,3,4,11,1969,218500.0
5,1.6265406737880033,325.30813475760067,982.7444535743632,3.0,1,0,2,5,1985,254999.99999999997
6,2.2890173410404624,457.80346820809245,1077.0712909441233,1.5,0,4,4,12,1943,224100.0
6,1.911137440758294,382.2274881516588,1014.218009478673,1.0,0,1,5,10,1928,243100.0
